"id";"creator";"collection";"resource_type";"conservation_institution";"contributor";"archival_reference";"Date";"extent";"ornamental_motif";"folio";"related_dataset_id";"incipit";"inscription";"source";"files";"note";"timel_nature_place";"timel_object_architecture";"timel_character";"timel_subject";"timel_thema";"place_geonames_id";"title"
"REG_00159";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"265R";"REG_00158|REG_00157";;;"ps.53";"reginenses/REG_00157.tif|reginenses/REG_00158.tif|reginenses/REG_00159.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cuqtzlfj|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-d6zchjks";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-oz9n8wse|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqbry9hs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-trtnhhdd";;;2988507;"Biblia"
"REG_00162";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"268R";"REG_00161|REG_00160";;;"ps.69";"reginenses/REG_00160.tif|reginenses/REG_00161.tif|reginenses/REG_00162.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-oo7jtili";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-oz9n8wse|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-trtnhhdd";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kcwcmu4i|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2ujduhzq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pphjzwxj|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6m8nrco5";2988507;"Biblia"
"REG_00165";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"272R";"REG_00164|REG_00163";;;"ps.81";"reginenses/REG_00163.tif|reginenses/REG_00164.tif|reginenses/REG_00165.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7vtatr6n|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-5ivdhi8k|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-oz9n8wse|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-trtnhhdd";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-gb9xzs44";2988507;"Biblia"
"REG_00168";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"275V";"REG_00167|REG_00166";;;"ps.96";"reginenses/REG_00166.tif|reginenses/REG_00167.tif|reginenses/REG_00168.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zuecdty7";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-gpauhptp";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-gsxjhjhz";2988507;"Biblia"
"REG_00171";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"279R";"REG_00170|REG_00169";;;"ps.110";"reginenses/REG_00169.tif|reginenses/REG_00170.tif|reginenses/REG_00171.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zpykzvd3";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2ysishyt|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hwbpfzqq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-anhzraqq";;;2988507;"Biblia"
"REG_00174";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"286R";"REG_00173|REG_00172";;;"proverbes";"reginenses/REG_00172.tif|reginenses/REG_00173.tif|reginenses/REG_00174.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fku9bvtt|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wdxn3qrx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-trtnhhdd";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-axcjp8jc";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9dakjs3w|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-l5texchk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-raszqepq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eiugmfdk";2988507;"Biblia"
"REG_00177";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"295V";"REG_00176|REG_00175";;;"ecclesiaste prologue";"reginenses/REG_00175.tif|reginenses/REG_00176.tif|reginenses/REG_00177.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-acpsxfaz";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wdxn3qrx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-uxs3dmvk";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-gk8dqj7t";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xfrkgdxw";2988507;"Biblia"
"REG_00179";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée";"298V";"REG_00178";;;"cantique descantiques";"reginenses/REG_00178.tif|reginenses/REG_00179.tif";;;;;;;2988507;"Biblia"
"REG_00183";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre ornée|Végétal";"300V";"REG_00180";;;"livre de la sagesse";"reginenses/REG_00180.tif|reginenses/REG_00181.tif|reginenses/REG_00182.tif|reginenses/REG_00183.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7schjv64|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-acpsxfaz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ivsdfebq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-qpyshudm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-f4sqsvcv|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hwbpfzqq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-o22sq8nn|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9r9zbjzb|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6m58szyh|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wdxn3qrx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-h5p48lfk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-trtnhhdd";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9dakjs3w";2988507;"Biblia"
"REG_00185";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée";"307V";"REG_00184";;;"ecclesiastique";"reginenses/REG_00184.tif|reginenses/REG_00185.tif";;;;;;;2988507;"Biblia"
"REG_00188";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"326V";"REG_00187|REG_00186";;;"isaie";"reginenses/REG_00186.tif|reginenses/REG_00187.tif|reginenses/REG_00188.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-icnjfnvn|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-l2zebbrf";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-4v7quycz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fkjmdoj5|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hy6j8pvu";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mtne6gd2|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6m8nrco5|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wl56e2kt";2988507;"Biblia"
"REG_00191";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"348V";"REG_00190|REG_00189";;;"jeremie";"reginenses/REG_00189.tif|reginenses/REG_00190.tif|reginenses/REG_00191.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mcyjt54t";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wa42chtx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cat27oby";2988507;"Biblia"
"REG_00194";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"373R";"REG_00193|REG_00192";;;"lamentations";"reginenses/REG_00192.tif|reginenses/REG_00193.tif|reginenses/REG_00194.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ghihzzvb|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-quabd8ga";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wa42chtx";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-vr6r7ms3";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-paqfuwih";2988507;"Biblia"
"REG_00197";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée";"375R";"REG_00196|REG_00195";;;"baruch";"reginenses/REG_00195.tif|reginenses/REG_00196.tif|reginenses/REG_00197.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-y48hqvsm|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-jqfnbjvu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-gpudcb9k";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dex6zaap";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-er7b9xjh";2988507;"Biblia"
"REG_00200";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée";"378V";"REG_00199|REG_00198";;;"ezechiel";"reginenses/REG_00198.tif|reginenses/REG_00199.tif|reginenses/REG_00200.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kancnlxz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-3kaurvkz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6dqqjsez|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ourzz25h";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-lu2xkkjx";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ufpdajh6|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-3axmqq3f";2988507;"Biblia"
"REG_00203";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"401V";"REG_00202|REG_00201";;;"daniel";"reginenses/REG_00201.tif|reginenses/REG_00202.tif|reginenses/REG_00203.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xvnxqghc|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kancnlxz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9nmhlg7x";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zbx4epnj";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-43nkeriq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kfvup8ux|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zfzteado|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2ujduhzq";2988507;"Biblia"
"REG_00206";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"411R";"REG_00205|REG_00204";;;"osee";"reginenses/REG_00204.tif|reginenses/REG_00205.tif|reginenses/REG_00206.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fmytavcm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7hkxjhwy";;;2988507;"Biblia"
"REG_00209";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"414R";"REG_00208|REG_00207";;;"joel";"reginenses/REG_00207.tif|reginenses/REG_00208.tif|reginenses/REG_00209.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fmytavcm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-slu3ybsn";;;2988507;"Biblia"
"REG_00212";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"415V";"REG_00211|REG_00210";;;"amos";"reginenses/REG_00210.tif|reginenses/REG_00211.tif|reginenses/REG_00212.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6htyffpp";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cuqtzlfj";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bw9v7uzm|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-gdbynvqw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s";2988507;"Biblia"
"REG_00215";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"418R";"REG_00214|REG_00213";;;"abdias";"reginenses/REG_00213.tif|reginenses/REG_00214.tif|reginenses/REG_00215.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fmytavcm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pr68kv5v";;;2988507;"Biblia"
"REG_00217";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée";"419R";"REG_00216";;;"jonas";"reginenses/REG_00216.tif|reginenses/REG_00217.tif";;;;;;;2988507;"Biblia"
"REG_00220";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"419V";"REG_00219|REG_00218";;;"michee";"reginenses/REG_00218.tif|reginenses/REG_00219.tif|reginenses/REG_00220.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dcihhq2y|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-qwrgdn9f";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ghihzzvb|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-quabd8ga|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fmytavcm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ojxxmrnq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zuuahrqr";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-c7rw7yxc";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hrevffsz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6m8nrco5|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6ptkaynj";2988507;"Biblia"
"REG_00222";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée";"421V";"REG_00221";;;"nahum";"reginenses/REG_00221.tif|reginenses/REG_00222.tif";;;;;;;2988507;"Biblia"
"REG_00224";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée";"423R";"REG_00223";;;"habaquq";"reginenses/REG_00223.tif|reginenses/REG_00224.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-u3xudkqx";;;2988507;"Biblia"
"REG_00227";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"424R";"REG_00226|REG_00225";;;"sophonie";"reginenses/REG_00225.tif|reginenses/REG_00226.tif|reginenses/REG_00227.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fwrnui8f|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7qal9wnf|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fmytavcm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wqg2nktt|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wpfzbwwb";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2vzflzsk";2988507;"Biblia"
"REG_00232";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"426R";"REG_00231|REG_00228";;;"zacharie";"reginenses/REG_00228.tif|reginenses/REG_00229.tif|reginenses/REG_00230.tif|reginenses/REG_00231.tif|reginenses/REG_00232.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dzl7mvhj";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-tvxtxobh";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-uzpmjlvl";;;2988507;"Biblia"
"REG_00235";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée";"430R";"REG_00234|REG_00233";;;"malachie";"reginenses/REG_00233.tif|reginenses/REG_00234.tif|reginenses/REG_00235.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fmytavcm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-krbr2ckj";;;2988507;"Biblia"
"REG_00238";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée";"431V";"REG_00237|REG_00236";;;"1er livre des maccabees";"reginenses/REG_00236.tif|reginenses/REG_00237.tif|reginenses/REG_00238.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ivsdfebq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-rwshbisj";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ic2z4znp|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pggyeffj|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hy6j8pvu";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mtne6gd2|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-iyfbjxvj";2988507;"Biblia"
"REG_00241";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"446R";"REG_00240|REG_00239";;;"2e livre des maccabees";"reginenses/REG_00239.tif|reginenses/REG_00240.tif|reginenses/REG_00241.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-brqtzl8a";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pggyeffj|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-i2442num";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-raszqepq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-f7ixh9g3";2988507;"Biblia"
"REG_00251";"gahom";"REG. LAT. 3";"images_fixes|enluminures";"vatican";"atelier_mathurin:illuminator";"REG. LAT. 3";"1225/1275";"180X120";"Lettre historiée|Végétal";"456V";"REG_00243|REG_00242|REG_00244|REG_00245|REG_00246|REG_00247|REG_00248|REG_00249|REG_00250";;;"evangile matthieu";"reginenses/REG_00242.tif|reginenses/REG_00243.tif|reginenses/REG_00244.tif|reginenses/REG_00245.tif|reginenses/REG_00246.tif|reginenses/REG_00247.tif|reginenses/REG_00248.tif|reginenses/REG_00249.tif|reginenses/REG_00250.tif|reginenses/REG_00251.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ourzz25h|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-l66mtgn3";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-s9hdy7kp|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-oz9n8wse|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wdxn3qrx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-f4sqsvcv|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hwbpfzqq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-trtnhhdd";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-d48rjzg8|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-3axmqq3f";2988507;"Biblia"
